planner_name,case_id,case_name,purpose,tier,enable_move_rotate,success,planning_time_sec,num_robots,makespan,sum_of_costs,total_wait,total_move,total_rotate,total_move_rotate,notes,R0_cost,R0_num_states,R0_num_transitions,R0_wait,R0_move,R0_rotate,R0_move_rotate,R1_cost,R1_num_states,R1_num_transitions,R1_wait,R1_move,R1_rotate,R1_move_rotate,R2_cost,R2_num_states,R2_num_transitions,R2_wait,R2_move,R2_rotate,R2_move_rotate,R3_cost,R3_num_states,R3_num_transitions,R3_wait,R3_move,R3_rotate,R3_move_rotate
LaCAM,case_b,Case B: move+rotate likely unhelpful,move+rotate 不要例,Tier 2: simple coordination,False,True,0.00912090000929311,2,6.0,12.0,0,12,0,0,solved | python_orientation_lacam_step3,6.0,7,6,0,6,0,0,6.0,7,6,0,6,0,0,,,,,,,,,,,,,,
LaCAM,case_b,Case B: move+rotate likely unhelpful,move+rotate 不要例,Tier 2: simple coordination,True,True,0.04259480000473559,2,6.0,12.0,0,12,0,0,solved | python_orientation_lacam_step3,6.0,7,6,0,6,0,0,6.0,7,6,0,6,0,0,,,,,,,,,,,,,,
LaCAM,case_c,Case C: coordination sensitive,干渉が強い協調ケース,Tier 4: hard coordination,False,True,0.16162620001705363,2,11.0,17.0,5,12,0,0,solved | python_orientation_lacam_step3,11.0,12,11,5,6,0,0,6.0,7,6,0,6,0,0,,,,,,,,,,,,,,
LaCAM,case_c,Case C: coordination sensitive,干渉が強い協調ケース,Tier 4: hard coordination,True,True,0.08077540004160255,2,9.200000000000001,13.200000000000001,3,6,0,4,solved | python_orientation_lacam_step3,4.0,5,4,0,4,0,0,9.200000000000001,10,9,3,2,0,4,,,,,,,,,,,,,,
LaCAM,case_d,Case D: 3-agent single bottleneck,3台が単一ボトルネックを共有し、通過順序で品質差が出るケース,Tier 4: hard coordination,False,True,0.07652330002747476,3,15.0,34.0,10,24,0,0,solved | python_orientation_lacam_step3,15.0,16,15,7,8,0,0,11.0,12,11,3,8,0,0,8.0,9,8,0,8,0,0,,,,,,,
LaCAM,case_d,Case D: 3-agent single bottleneck,3台が単一ボトルネックを共有し、通過順序で品質差が出るケース,Tier 4: hard coordination,True,True,0.18159440002636984,3,14.200000000000001,31.400000000000006,9,14,0,8,solved | python_orientation_lacam_step3,6.0,7,6,0,6,0,0,11.200000000000001,12,11,3,4,0,4,14.200000000000001,15,14,6,4,0,4,,,,,,,
LaCAM,case_e,Case E: 4-agent cross intersection,4方向から中央へ同時進入する十字交差ケース,Tier 4: hard coordination,False,False,1.7103141999687068,4,,,,,,,initial_planning_failed | Failed to build initial solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCAM,case_e,Case E: 4-agent cross intersection,4方向から中央へ同時進入する十字交差ケース,Tier 4: hard coordination,True,False,3.6788269999669865,4,,,,,,,initial_planning_failed | Failed to build initial solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCAM,case_f,Case F: pocket evacuation,退避ポケットを使うか待機するかで差が出るケース,Tier 4: hard coordination,False,True,0.02682180004194379,3,10.0,24.0,1,23,0,0,solved | python_orientation_lacam_step3,6.0,7,6,0,6,0,0,8.0,9,8,0,8,0,0,10.0,11,10,1,9,0,0,,,,,,,
LaCAM,case_f,Case F: pocket evacuation,退避ポケットを使うか待機するかで差が出るケース,Tier 4: hard coordination,True,True,0.08586689998628572,3,10.2,21.2,0,17,0,4,solved | python_orientation_lacam_step3,10.2,11,10,0,6,0,4,6.0,7,6,0,6,0,0,5.0,6,5,0,5,0,0,,,,,,,
LaCAM,case_g,Case G: double bottleneck,2つの狭窄部をまたぐため局所最適に落ちやすいケース,Tier 4: hard coordination,False,False,0.3067420999868773,4,,,,,,,initial_planning_failed | Failed to build initial solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCAM,case_g,Case G: double bottleneck,2つの狭窄部をまたぐため局所最適に落ちやすいケース,Tier 4: hard coordination,True,True,0.2888599000289105,4,24.200000000000003,69.5,23,36,0,10,solved | python_orientation_lacam_step3,8.0,9,8,0,8,0,0,17.200000000000003,18,17,7,6,0,4,20.1,21,20,2,16,0,2,24.200000000000003,25,24,14,6,0,4
LaCAM,case_h,Case H: asymmetric orientation-critical,姿勢変更が本質的に効く非対称な強干渉ケース,Tier 4: hard coordination,False,False,1.1789814999792725,3,,,,,,,initial_planning_failed | Failed to build initial solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCAM,case_h,Case H: asymmetric orientation-critical,姿勢変更が本質的に効く非対称な強干渉ケース,Tier 4: hard coordination,True,False,1.331531800038647,3,,,,,,,initial_planning_failed | Failed to build initial solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,
